6,420;13133,7;23,169;199,76;1,564
6,440;13180,1;23,194;200,43;1,625
6,460;13226,4;23,22;201,12;1,688
6,480;13272,8;23,245;201,8;1,749
6,500;13319,3;23,27;202,47;1,81
6,620;13598,9;23,275;201,46;1,73
6,640;13645,5;23,293;201,9;1,8
6,660;13692,2;23,311;202,32;1,837
6,680;13739;23,329;202,75;1,873
6,700;13785,8;23,347;203,18;1,91
6,720;13832,6;23,365;203,6;1,947
6,740;13879,4;23,383;204,03;1,983
6,760;13926,3;23,401;204,46;2,019
6,780;13973,3;23,419;204,88;2,056
6,800;14020,2;23,437;205,31;2,092
6,820;14067,2;23,455;205,73;2,129
6,840;14114,3;23,473;206,16;2,165
6,860;14161,3;23,491;206,58;2,201
6,880;14208,4;23,508;207,01;2,237
6,900;14255,6;23,526;207,43;2,274
6,920;14302,8;23,544;207,86;2,31
6,940;14350;23,562;208,28;2,346
6,960;14397,3;23,58;208,7;2,381
6,980;14444,6;23,598;209,12;2,417
7,000;14491,9;23,616;209,53;2,452
7,020;14539,3;23,63;209,89;2,479
7,040;14586,6;23,645;210,23;2,506
7,060;14634,1;23,659;210,58;2,532
7,080;14681,5;23,674;210,93;2,559
7,100;14729;23,689;211,27;2,585
7,120;14776,5;23,703;211,62;2,612
7,140;14824,1;23,718;211,96;2,638
7,160;14871,6;23,732;212,29;2,663
7,180;14919,2;23,746;212,63;2,688
7,200;14966,9;23,76;212,96;2,714
7,220;15014,5;23,775;213,3;2,739
7,240;15062,2;23,789;213,63;2,765
7,260;15109,9;23,803;213,96;2,79
7,280;15157,7;23,818;214,31;2,814
7,300;15205,5;23,834;214,71;2,834
7,320;15253,3;23,85;215,11;2,854
7,340;15301,1;23,866;215,51;2,874
7,360;15349;23,882;215,9;2,893
7,380;15396,9;23,898;216,29;2,911
7,400;15444,8;23,914;216,68;2,93
7,420;15492,8;23,93;217,07;2,949
7,440;15540,8;23,945;217,46;2,967
7,460;15588,8;23,961;217,85;2,986
7,480;15636,9;23,977;218,24;3,005
7,500;15685;23,993;218,63;3,023
7,520;15733,1;24,009;219,02;3,042
7,540;15781,3;24,025;219,41;3,06
7,560;15829,5;24,04;219,8;3,079
7,580;15877,7;24,056;220,19;3,097
7,600;15926;24,072;220,59;3,115
7,650;16046,8;24,113;221,59;3,159
7,700;16167,8;24,153;222,6;3,202
7,800;16410,4;24,234;224,61;3,289
7,900;16653,9;24,315;226,64;3,368
8,000;16898,2;24,404;228,93;3,423
8,100;17143,4;24,477;230,83;3,456
8,200;17389,2;24,55;232,74;3,49
8,300;17635,9;24,623;234,65;3,523
8,400;17883,2;24,697;236,56;3,556
8,500;18131,4;24,77;238,48;3,589
8,600;18380,2;24,843;240,37;3,62
8,700;18629,8;24,915;242,23;3,648
8,800;18880,1;24,987;244,09;3,676
8,900;19131,2;25,057;245,94;3,703
9,000;19382,9;25,128;247,78;3,729
9,100;19635,3;25,186;249,34;3,728
9,200;19888,3;25,244;250,9;3,727
9,300;20141,9;25,301;252,46;3,726
9,400;20396;25,358;253,99;3,723
9,500;20650,7;25,414;255,52;3,72
9,600;20906;25,471;257,05;3,718
9,700;21161,9;25,527;258,58;3,715
9,800;21418,3;25,583;260,08;3,709
9,900;21675,2;25,638;261,58;3,704
10,000;21932,8;25,693;260,08;3,699
10,100;22190,9;25,749;264,58;3,694
10,200;22449,5;25,804;266,09;3,689
10,300;22708,7;25,86;267,59;3,684
10,400;22968,5;25,915;269,1;3,68
10,500;23228,8;25,971;270,61;3,675
