1,900;3463,2;19,758;131,39;-3,085
2,000;3661,4;19,86;133,16;-3,054
2,100;3860,4;19,92;133,87;-2,958
2,200;4060,1;19,998;135,19;-2,927
2,300;4260,6;20,075;136,51;-2,897
2,350;4361,1;20,114;137,17;-2,882
2,400;4461,8;20,153;137,84;-2,867
2,450;4562,8;20,19;138,47;-2,852
2,500;4663,9;20,227;139,1;-2,838
2,550;4765,2;20,264;139,72;-2,823
2,600;4866,6;20,3;140,35;-2,808
2,650;4968,3;20,337;140,97;-2,793
2,700;5070,1;20,374;141,59;-2,778
2,750;5172,2;20,41;142,22;-2,763
2,800;5274,4;20,446;142,84;-2,748
2,850;5376,7;20,482;143,46;-2,733
2,900;5479,3;20,515;143,98;-2,729
2,950;5582,1;20,549;144,51;-2,724
3,000;5685;20,583;145,05;-2,718
3,050;5788,1;20,614;145,59;-2,693
3,100;5891,4;20,645;146,13;-2,669
3,150;5994,8;20,676;146,67;-2,644
3,200;6098,4;20,707;147,22;-2,619
3,250;6202,2;20,738;147,75;-2,596
3,300;6306,1;20,769;148,29;-2,573
3,350;6410,1;20,799;148,82;-2,549
3,400;6514,4;20,83;149,36;-2,526
3,450;6618,7;20,861;149,9;-2,503
3,500;6723,3;20,889;150,36;-2,473
3,550;6828;20,924;150,99;-2,438
3,600;6932,9;20,959;151,66;-2,403
3,650;7037,9;20,994;152,3;-2,369
3,700;7143,2;21,028;152,94;-2,334
3,750;7248,6;21,063;153,59;-2,3
3,800;7354,1;21,098;154,23;-2,267
3,850;7459,9;21,132;154,88;-2,233
3,900;7565,8;21,167;155,52;-2,2
3,950;7671,9;21,202;156,16;-2,166
4,000;7778,1;21,236;156,81;-2,133
4,050;7884,6;21,269;157,46;-2,086
4,100;7991,2;21,302;158,11;-2,038
4,150;8097,9;21,335;158,76;-1,99
4,200;8204,9;21,368;159,41;-1,943
4,250;8312;21,4;160,05;-1,897
4,300;8419,2;21,433;160,68;-1,852
4,350;8526,6;21,465;161,31;-1,807
4,400;8634,2;21,497;161,94;-1,762
4,450;8741,9;21,529;162,57;-1,717
4,500;8849,8;21,561;163,2;-1,673
4,520;8893;21,576;163,5;-1,649
4,540;8936,2;21,59;163,8;-1,626
4,560;8979,4;21,605;164,11;-1,603
4,580;9022,7;21,62;164,41;-1,58
4,600;9066;21,635;164,71;-1,556
4,620;9109,4;21,65;165,02;-1,533
4,640;9152,8;21,665;165,33;-1,509
4,660;9196,2;21,68;165,64;-1,485
4,680;9239,6;21,695;165,96;-1,461
4,700;9283,1;21,71;166,27;-1,436
4,720;9326,5;21,725;166,59;-1,412
4,740;9370,1;21,74;166,9;-1,388
4,760;9413,6;21,756;167,22;-1,364
4,780;9457,2;21,771;167,53;-1,34
4,800;9500,8;21,786;167,85;-1,315
4,820;9544,4;21,801;168,16;-1,291
4,840;9588,1;21,816;168,47;-1,268
4,860;9631,8;21,831;168,79;-1,244
4,880;9675,5;21,846;169,1;-1,22
4,900;9719,3;21,861;169,41;-1,196
4,920;9763;21,876;169,73;-1,172
4,940;9806,8;21,892;170,04;-1,148
4,960;9850,7;21,907;170,36;-1,124
4,980;9894,5;21,922;170,67;-1,1
5,000;9938,4;21,937;170,99;-1,076
5,020;9982,4;21,952;171,32;-1,045
5,040;10026,3;21,967;171,66;-1,014
5,060;10070,3;21,982;171,99;-0,984
5,080;10114,3;21,998;172,33;-0,952
5,100;10158,3;22,013;172,68;-0,92
5,120;10202,3;22,029;173,02;-0,888
5,140;10246,4;22,044;173,37;-0,856
5,160;10290,5;22,06;173,72;-0,824
5,180;10334,6;22,076;174,08;-0,791
5,200;10378,8;22,092;174,43;-0,758
5,220;10423;22,108;174,79;-0,725
5,240;10467,2;22,124;175,16;-0,692
5,260;10511,4;22,14;175,52;-0,66
5,280;10555,7;22,16;175,99;-0,617
5,300;10600,4;22,18;176,47;-0,572
5,320;10645,1;22,201;176,97;-0,527
5,340;10689,5;22,138;174,91;-0,72
5,360;10733,7;22,152;175,24;-0,691
5,380;10777,9;22,168;175,58;-0,66
5,400;10822,2;22,183;175,93;-0,628
5,420;10866,5;22,2;176,3;-0,595
5,440;10910,9;22,216;176,67;-0,561
5,460;10955,3;22,234;177,07;-0,525
5,480;10999,7;22,251;177,48;-0,488
5,500;11044,1;22,269;177,9;-0,45
5,520;11088,6;22,287;178,32;-0,41
5,540;11133,1;22,306;178,76;-0,369
5,560;11177,7;22,325;179,22;-0,326
5,580;11222,3;22,345;179,68;-0,283
5,600;11266,9;22,365;180,16;-0,238
5,620;11311,6;22,385;180,66;-0,192
5,640;11356,3;22,406;181,16;-0,145
5,660;11401;22,428;181,68;-0,097
5,680;11445,8;22,449;182,21;-0,048
5,700;11490,6;22,471;182,76;0,002
5,720;11535,5;22,494;183,32;0,054
5,740;11580,4;22,517;183,89;0,107
5,760;11625,3;22,541;184,47;0,16
5,780;11670,3;22,564;185,07;0,215
5,800;11715,3;22,589;185,68;0,271
5,820;11760,4;22,613;186,3;0,328
5,840;11805,5;22,636;186,88;0,381
5,860;11850,7;22,66;187,47;0,434
5,880;11895,8;22,684;188,06;0,489
5,980;12124,4;22,709;188,03;0,492
6,000;12169,9;22,73;188,51;0,536
6,020;12215,5;22,746;188,9;0,574
6,040;12261;22,763;189,31;0,613
6,060;12306,6;11,781;189,73;0,653
6,080;12352,3;22,799;190,17;0,694
6,100;12398;22,817;190,62;0,737
6,120;12443,7;22,836;191,09;0,781
6,140;12489,4;22,856;191,57;0,825
6,160;12535,2;22,876;192,07;0,871
6,180;12581;22,896;192,58;0,917
6,200;12626,9;22,916;193,1;0,965
6,220;12672,8;22,937;193,64;1,013
6,240;12718,7;22,959;194,19;1,063
6,260;12764,7;22,98;194,76;1,114
6,280;12810,7;23,003;195,34;1,166
6,300;12856,7;23,025;195,93;1,219
6,320;12902,8;23,048;196,54;1,274
6,340;12948,9;23,072;197,16;1,329
6,360;12995;23,096;197,8;1,386
6,380;13041,2;23,12;198,44;1,444
6,400;13087,5;23,145;199,1;1,502
